"";"lm1";"l0";"l1";"a";"l_stop0";"l_stop"
"302";-5844,77295066902;-5844,77295066902;-5844,77286967074;Inf;NA;-5844,77295066902
"303";-5844,77286967074;-5844,77286967074;-5844,7727889478;Inf;NA;-5844,77286967074
"304";-5844,7727889478;-5844,7727889478;-5844,77270849091;Inf;NA;-5844,7727889478
"305";-5844,77270849091;-5844,77270849091;-5844,7726282911;Inf;NA;-5844,77270849091
"306";-5844,7726282911;-5844,7726282911;-5844,77254833971;Inf;NA;-5844,7726282911
"307";-5844,77254833971;-5844,77254833971;-5844,77246862844;Inf;NA;-5844,77254833971
"308";-5844,77246862844;-5844,77246862844;-5844,77238914925;Inf;NA;-5844,77246862844
"309";-5844,77238914925;-5844,77238914925;-5844,77230989442;Inf;NA;-5844,77238914925
"310";-5844,77230989442;-5844,77230989442;-5844,77223085649;Inf;NA;-5844,77230989442
"311";-5844,77223085649;-5844,77223085649;-5844,77215202827;Inf;NA;-5844,77223085649
"312";-5844,77215202827;-5844,77215202827;-5844,77207340284;Inf;NA;-5844,77215202827
"313";-5844,77207340284;-5844,77207340284;-5844,77199497351;Inf;NA;-5844,77207340284
"314";-5844,77199497351;-5844,77199497351;-5844,77191673385;Inf;NA;-5844,77199497351
"315";-5844,77191673385;-5844,77191673385;-5844,77183867761;Inf;NA;-5844,77191673385
"316";-5844,77183867761;-5844,77183867761;-5844,77176079882;Inf;NA;-5844,77183867761
"317";-5844,77176079882;-5844,77176079882;-5844,77168309169;Inf;NA;-5844,77176079882
"318";-5844,77168309169;-5844,77168309169;-5844,77160555062;Inf;NA;-5844,77168309169
"319";-5844,77160555062;-5844,77160555062;-5844,77152817024;Inf;NA;-5844,77160555062
"320";-5844,77152817024;-5844,77152817024;-5844,77145094533;Inf;NA;-5844,77152817024
"321";-5844,77145094533;-5844,77145094533;-5844,77137387089;Inf;NA;-5844,77145094533
"322";-5844,77137387089;-5844,77137387089;-5844,77129694206;Inf;NA;-5844,77137387089
"323";-5844,77129694206;-5844,77129694206;-5844,77122015415;Inf;NA;-5844,77129694206
"324";-5844,77122015415;-5844,77122015415;-5844,77114350264;Inf;NA;-5844,77122015415
"325";-5844,77114350264;-5844,77114350264;-5844,77106698317;Inf;NA;-5844,77114350264
"326";-5844,77106698317;-5844,77106698317;-5844,77099059153;Inf;NA;-5844,77106698317
"327";-5844,77099059153;-5844,77099059153;-5844,77091432363;Inf;NA;-5844,77099059153
"328";-5844,77091432363;-5844,77091432363;-5844,77083817554;Inf;NA;-5844,77091432363
"329";-5844,77083817554;-5844,77083817554;-5844,77076214344;Inf;NA;-5844,77083817554
"330";-5844,77076214344;-5844,77076214344;-5844,77068622366;Inf;NA;-5844,77076214344
"331";-5844,77068622366;-5844,77068622366;-5844,77061041267;Inf;NA;-5844,77068622366
"332";-5844,77061041267;-5844,77061041267;-5844,77053470699;Inf;NA;-5844,77061041267
"333";-5844,77053470699;-5844,77053470699;-5844,77045910333;Inf;NA;-5844,77053470699
"334";-5844,77045910333;-5844,77045910333;-5844,77038359846;Inf;NA;-5844,77045910333
"335";-5844,77038359846;-5844,77038359846;-5844,77030818927;Inf;NA;-5844,77038359846
"336";-5844,77030818927;-5844,77030818927;-5844,77023287277;Inf;NA;-5844,77030818927
"337";-5844,77023287277;-5844,77023287277;-5844,77015764604;Inf;NA;-5844,77023287277
"338";-5844,77015764604;-5844,77015764604;-5844,77008250627;Inf;NA;-5844,77015764604
"339";-5844,77008250627;-5844,77008250627;-5844,77000745074;Inf;NA;-5844,77008250627
"340";-5844,77000745074;-5844,77000745074;-5844,76993247681;Inf;NA;-5844,77000745074
"341";-5844,76993247681;-5844,76993247681;-5844,76985758194;Inf;NA;-5844,76993247681
"342";-5844,76985758194;-5844,76985758194;-5844,76978276366;Inf;NA;-5844,76985758194
"343";-5844,76978276366;-5844,76978276366;-5844,76970801957;Inf;NA;-5844,76978276366
"344";-5844,76970801957;-5844,76970801957;-5844,76963334737;Inf;NA;-5844,76970801957
"345";-5844,76963334737;-5844,76963334737;-5844,76955874482;Inf;NA;-5844,76963334737
"346";-5844,76955874482;-5844,76955874482;-5844,76948420975;Inf;NA;-5844,76955874482
"347";-5844,76948420975;-5844,76948420975;-5844,76940974005;Inf;NA;-5844,76948420975
"348";-5844,76940974005;-5844,76940974005;-5844,76933533371;Inf;NA;-5844,76940974005
"349";-5844,76933533371;-5844,76933533371;-5844,76926098873;Inf;NA;-5844,76933533371
"350";-5844,76926098873;-5844,76926098873;-5844,76918670321;Inf;NA;-5844,76926098873
"351";-5844,76918670321;-5844,76918670321;-5844,76911247531;Inf;NA;-5844,76918670321
"352";-5844,76911247531;-5844,76911247531;-5844,76903830323;Inf;NA;-5844,76911247531
"353";-5844,76903830323;-5844,76903830323;-5844,76896418522;Inf;NA;-5844,76903830323
"354";-5844,76896418522;-5844,76896418522;-5844,76889011961;Inf;NA;-5844,76896418522
"355";-5844,76889011961;-5844,76889011961;-5844,76881610477;Inf;NA;-5844,76889011961
"356";-5844,76881610477;-5844,76881610477;-5844,76874213911;Inf;NA;-5844,76881610477
"357";-5844,76874213911;-5844,76874213911;-5844,76866822109;Inf;NA;-5844,76874213911
"358";-5844,76866822109;-5844,76866822109;-5844,76859434923;Inf;NA;-5844,76866822109
"359";-5844,76859434923;-5844,76859434923;-5844,76852052208;Inf;NA;-5844,76859434923
"360";-5844,76852052208;-5844,76852052208;-5844,76844673824;Inf;NA;-5844,76852052208
"361";-5844,76844673824;-5844,76844673824;-5844,76837299636;Inf;NA;-5844,76844673824
"362";-5844,76837299636;-5844,76837299636;-5844,76829929511;Inf;NA;-5844,76837299636
"363";-5844,76829929511;-5844,76829929511;-5844,76822563321;Inf;NA;-5844,76829929511
"364";-5844,76822563321;-5844,76822563321;-5844,76815200943;Inf;NA;-5844,76822563321
"365";-5844,76815200943;-5844,76815200943;-5844,76807842257;Inf;NA;-5844,76815200943
"366";-5844,76807842257;-5844,76807842257;-5844,76800487144;Inf;NA;-5844,76807842257
"367";-5844,76800487144;-5844,76800487144;-5844,76793135493;Inf;NA;-5844,76800487144
"368";-5844,76793135493;-5844,76793135493;-5844,76785787191;Inf;NA;-5844,76793135493
"369";-5844,76785787191;-5844,76785787191;-5844,76778442134;Inf;NA;-5844,76785787191
"370";-5844,76778442134;-5844,76778442134;-5844,76771100217;Inf;NA;-5844,76778442134
"371";-5844,76771100217;-5844,76771100217;-5844,76763761338;Inf;NA;-5844,76771100217
"372";-5844,76763761338;-5844,76763761338;-5844,76756425401;Inf;NA;-5844,76763761338
"373";-5844,76756425401;-5844,76756425401;-5844,7674909231;Inf;NA;-5844,76756425401
"374";-5844,7674909231;-5844,7674909231;-5844,76741761973;Inf;NA;-5844,7674909231
"375";-5844,76741761973;-5844,76741761973;-5844,76734434301;Inf;NA;-5844,76741761973
"376";-5844,76734434301;-5844,76734434301;-5844,76727109205;Inf;NA;-5844,76734434301
"377";-5844,76727109205;-5844,76727109205;-5844,76719786601;Inf;NA;-5844,76727109205
"378";-5844,76719786601;-5844,76719786601;-5844,76712466408;Inf;NA;-5844,76719786601
"379";-5844,76712466408;-5844,76712466408;-5844,76705148545;Inf;NA;-5844,76712466408
"380";-5844,76705148545;-5844,76705148545;-5844,76697832934;Inf;NA;-5844,76705148545
"381";-5844,76697832934;-5844,76697832934;-5844,766905195;Inf;NA;-5844,76697832934
"382";-5844,766905195;-5844,766905195;-5844,76683208171;Inf;NA;-5844,766905195
"383";-5844,76683208171;-5844,76683208171;-5844,76675898873;Inf;NA;-5844,76683208171
"384";-5844,76675898873;-5844,76675898873;-5844,76668591539;Inf;NA;-5844,76675898873
"385";-5844,76668591539;-5844,76668591539;-5844,766612861;Inf;NA;-5844,76668591539
"386";-5844,766612861;-5844,766612861;-5844,76653982491;Inf;NA;-5844,766612861
"387";-5844,76653982491;-5844,76653982491;-5844,76646680648;Inf;NA;-5844,76653982491
"388";-5844,76646680648;-5844,76646680648;-5844,7663938051;Inf;NA;-5844,76646680648
"389";-5844,7663938051;-5844,7663938051;-5844,76632082017;Inf;NA;-5844,7663938051
"390";-5844,76632082017;-5844,76632082017;-5844,76624785108;Inf;NA;-5844,76632082017
"391";-5844,76624785108;-5844,76624785108;-5844,76617489728;Inf;NA;-5844,76624785108
"392";-5844,76617489728;-5844,76617489728;-5844,76610195821;Inf;NA;-5844,76617489728
"393";-5844,76610195821;-5844,76610195821;-5844,76602903334;Inf;NA;-5844,76610195821
"394";-5844,76602903334;-5844,76602903334;-5844,76595612213;Inf;NA;-5844,76602903334
"395";-5844,76595612213;-5844,76595612213;-5844,76588322408;Inf;NA;-5844,76595612213
"396";-5844,76588322408;-5844,76588322408;-5844,76581033868;Inf;NA;-5844,76588322408
"397";-5844,76581033868;-5844,76581033868;-5844,76573746547;Inf;NA;-5844,76581033868
"398";-5844,76573746547;-5844,76573746547;-5844,76566460396;Inf;NA;-5844,76573746547
"399";-5844,76566460396;-5844,76566460396;-5844,7655917537;Inf;NA;-5844,76566460396
"400";-5844,7655917537;-5844,7655917537;-5844,76551891425;Inf;NA;-5844,7655917537
"401";-5844,76551891425;-5844,76551891425;-5844,76544608516;Inf;NA;-5844,76551891425
"402";-5844,76544608516;-5844,76544608516;-5844,76537326603;Inf;NA;-5844,76544608516
"403";-5844,76537326603;-5844,76537326603;-5844,76530045642;Inf;NA;-5844,76537326603
"404";-5844,76530045642;-5844,76530045642;-5844,76522765596;Inf;NA;-5844,76530045642
"405";-5844,76522765596;-5844,76522765596;-5844,76515486425;Inf;NA;-5844,76522765596
"406";-5844,76515486425;-5844,76515486425;-5844,7650820809;Inf;NA;-5844,76515486425
"407";-5844,7650820809;-5844,7650820809;-5844,76500930556;Inf;NA;-5844,7650820809
"408";-5844,76500930556;-5844,76500930556;-5844,76493653786;Inf;NA;-5844,76500930556
"409";-5844,76493653786;-5844,76493653786;-5844,76486377745;Inf;NA;-5844,76493653786
"410";-5844,76486377745;-5844,76486377745;-5844,76479102399;Inf;NA;-5844,76486377745
"411";-5844,76479102399;-5844,76479102399;-5844,76471827716;Inf;NA;-5844,76479102399
"412";-5844,76471827716;-5844,76471827716;-5844,76464553661;Inf;NA;-5844,76471827716
"413";-5844,76464553661;-5844,76464553661;-5844,76457280206;Inf;NA;-5844,76464553661
"414";-5844,76457280206;-5844,76457280206;-5844,76450007318;Inf;NA;-5844,76457280206
"415";-5844,76450007318;-5844,76450007318;-5844,76442734968;Inf;NA;-5844,76450007318
"416";-5844,76442734968;-5844,76442734968;-5844,76435463126;Inf;NA;-5844,76442734968
"417";-5844,76435463126;-5844,76435463126;-5844,76428191765;Inf;NA;-5844,76435463126
"418";-5844,76428191765;-5844,76428191765;-5844,76420920857;Inf;NA;-5844,76428191765
"419";-5844,76420920857;-5844,76420920857;-5844,76413650374;Inf;NA;-5844,76420920857
"420";-5844,76413650374;-5844,76413650374;-5844,76406380292;Inf;NA;-5844,76413650374
"421";-5844,76406380292;-5844,76406380292;-5844,76399110584;Inf;NA;-5844,76406380292
"422";-5844,76399110584;-5844,76399110584;-5844,76391841226;Inf;NA;-5844,76399110584
"423";-5844,76391841226;-5844,76391841226;-5844,76384572192;Inf;NA;-5844,76391841226
"424";-5844,76384572192;-5844,76384572192;-5844,76377303461;Inf;NA;-5844,76384572192
"425";-5844,76377303461;-5844,76377303461;-5844,76370035008;Inf;NA;-5844,76377303461
"426";-5844,76370035008;-5844,76370035008;-5844,76362766811;Inf;NA;-5844,76370035008
"427";-5844,76362766811;-5844,76362766811;-5844,7635549885;Inf;NA;-5844,76362766811
"428";-5844,7635549885;-5844,7635549885;-5844,76348231101;Inf;NA;-5844,7635549885
"429";-5844,76348231101;-5844,76348231101;-5844,76340963545;Inf;NA;-5844,76348231101
"430";-5844,76340963545;-5844,76340963545;-5844,76333696161;Inf;NA;-5844,76340963545
"431";-5844,76333696161;-5844,76333696161;-5844,76326428931;Inf;NA;-5844,76333696161
"432";-5844,76326428931;-5844,76326428931;-5844,76319161833;Inf;NA;-5844,76326428931
"433";-5844,76319161833;-5844,76319161833;-5844,7631189485;Inf;NA;-5844,76319161833
"434";-5844,7631189485;-5844,7631189485;-5844,76304627965;Inf;NA;-5844,7631189485
"435";-5844,76304627965;-5844,76304627965;-5844,76297361156;Inf;NA;-5844,76304627965
"436";-5844,76297361156;-5844,76297361156;-5844,7629009441;Inf;NA;-5844,76297361156
"437";-5844,7629009441;-5844,7629009441;-5844,7628282771;Inf;NA;-5844,7629009441
"438";-5844,7628282771;-5844,7628282771;-5844,76275561036;Inf;NA;-5844,7628282771
"439";-5844,76275561036;-5844,76275561036;-5844,76268294376;Inf;NA;-5844,76275561036
"440";-5844,76268294376;-5844,76268294376;-5844,76261027711;Inf;NA;-5844,76268294376
"441";-5844,76261027711;-5844,76261027711;-5844,76253761028;Inf;NA;-5844,76261027711
"442";-5844,76253761028;-5844,76253761028;-5844,76246494311;Inf;NA;-5844,76253761028
"443";-5844,76246494311;-5844,76246494311;-5844,76239227546;Inf;NA;-5844,76246494311
"444";-5844,76239227546;-5844,76239227546;-5844,76231960719;Inf;NA;-5844,76239227546
"445";-5844,76231960719;-5844,76231960719;-5844,76224693815;Inf;NA;-5844,76231960719
"446";-5844,76224693815;-5844,76224693815;-5844,76217426823;Inf;NA;-5844,76224693815
"447";-5844,76217426823;-5844,76217426823;-5844,76210159727;Inf;NA;-5844,76217426823
"448";-5844,76210159727;-5844,76210159727;-5844,76202892517;Inf;NA;-5844,76210159727
"449";-5844,76202892517;-5844,76202892517;-5844,76195625178;Inf;NA;-5844,76202892517
"450";-5844,76195625178;-5844,76195625178;-5844,76188357701;Inf;NA;-5844,76195625178
"451";-5844,76188357701;-5844,76188357701;-5844,76181090071;Inf;NA;-5844,76188357701
"452";-5844,76181090071;-5844,76181090071;-5844,76173822277;Inf;NA;-5844,76181090071
"453";-5844,76173822277;-5844,76173822277;-5844,76166554309;Inf;NA;-5844,76173822277
"454";-5844,76166554309;-5844,76166554309;-5844,76159286156;Inf;NA;-5844,76166554309
"455";-5844,76159286156;-5844,76159286156;-5844,76152017806;Inf;NA;-5844,76159286156
"456";-5844,76152017806;-5844,76152017806;-5844,7614474925;Inf;NA;-5844,76152017806
"457";-5844,7614474925;-5844,7614474925;-5844,76137480477;Inf;NA;-5844,7614474925
"458";-5844,76137480477;-5844,76137480477;-5844,76130211478;Inf;NA;-5844,76137480477
"459";-5844,76130211478;-5844,76130211478;-5844,76122942241;Inf;NA;-5844,76130211478
"460";-5844,76122942241;-5844,76122942241;-5844,76115672759;Inf;NA;-5844,76122942241
"461";-5844,76115672759;-5844,76115672759;-5844,76108403022;Inf;NA;-5844,76115672759
"462";-5844,76108403022;-5844,76108403022;-5844,7610113302;Inf;NA;-5844,76108403022
"463";-5844,7610113302;-5844,7610113302;-5844,76093862746;Inf;NA;-5844,7610113302
"464";-5844,76093862746;-5844,76093862746;-5844,7608659219;Inf;NA;-5844,76093862746
"465";-5844,7608659219;-5844,7608659219;-5844,76079321345;Inf;NA;-5844,7608659219
"466";-5844,76079321345;-5844,76079321345;-5844,76072050202;Inf;NA;-5844,76079321345
"467";-5844,76072050202;-5844,76072050202;-5844,76064778753;Inf;NA;-5844,76072050202
"468";-5844,76064778753;-5844,76064778753;-5844,76057506991;Inf;NA;-5844,76064778753
"469";-5844,76057506991;-5844,76057506991;-5844,76050234907;Inf;NA;-5844,76057506991
"470";-5844,76050234907;-5844,76050234907;-5844,76042962495;Inf;NA;-5844,76050234907
"471";-5844,76042962495;-5844,76042962495;-5844,76035689747;Inf;NA;-5844,76042962495
"472";-5844,76035689747;-5844,76035689747;-5844,76028416657;Inf;NA;-5844,76035689747
"473";-5844,76028416657;-5844,76028416657;-5844,76021143218;Inf;NA;-5844,76028416657
"474";-5844,76021143218;-5844,76021143218;-5844,76013869422;Inf;NA;-5844,76021143218
"475";-5844,76013869422;-5844,76013869422;-5844,76006595264;Inf;NA;-5844,76013869422
"476";-5844,76006595264;-5844,76006595264;-5844,75999320737;Inf;NA;-5844,76006595264
"477";-5844,75999320737;-5844,75999320737;-5844,75992045835;Inf;NA;-5844,75999320737
"478";-5844,75992045835;-5844,75992045835;-5844,75984770552;Inf;NA;-5844,75992045835
"479";-5844,75984770552;-5844,75984770552;-5844,75977494882;Inf;NA;-5844,75984770552
"480";-5844,75977494882;-5844,75977494882;-5844,75970218818;Inf;NA;-5844,75977494882
"481";-5844,75970218818;-5844,75970218818;-5844,75962942357;Inf;NA;-5844,75970218818
"482";-5844,75962942357;-5844,75962942357;-5844,75955665492;Inf;NA;-5844,75962942357
"483";-5844,75955665492;-5844,75955665492;-5844,75948388218;Inf;NA;-5844,75955665492
"484";-5844,75948388218;-5844,75948388218;-5844,75941110529;Inf;NA;-5844,75948388218
"485";-5844,75941110529;-5844,75941110529;-5844,75933832422;Inf;NA;-5844,75941110529
"486";-5844,75933832422;-5844,75933832422;-5844,7592655389;Inf;NA;-5844,75933832422
"487";-5844,7592655389;-5844,7592655389;-5844,75919274928;Inf;NA;-5844,7592655389
"488";-5844,75919274928;-5844,75919274928;-5844,75911995534;Inf;NA;-5844,75919274928
"489";-5844,75911995534;-5844,75911995534;-5844,759047157;Inf;NA;-5844,75911995534
"490";-5844,759047157;-5844,759047157;-5844,75897435424;Inf;NA;-5844,759047157
"491";-5844,75897435424;-5844,75897435424;-5844,75890154701;Inf;NA;-5844,75897435424
"492";-5844,75890154701;-5844,75890154701;-5844,75882873526;Inf;NA;-5844,75890154701
"493";-5844,75882873526;-5844,75882873526;-5844,75875591895;Inf;NA;-5844,75882873526
"494";-5844,75875591895;-5844,75875591895;-5844,75868309805;Inf;NA;-5844,75875591895
"495";-5844,75868309805;-5844,75868309805;-5844,75861027251;Inf;NA;-5844,75868309805
"496";-5844,75861027251;-5844,75861027251;-5844,75853744229;Inf;NA;-5844,75861027251
"497";-5844,75853744229;-5844,75853744229;-5844,75846460737;Inf;NA;-5844,75853744229
"498";-5844,75846460737;-5844,75846460737;-5844,7583917677;Inf;NA;-5844,75846460737
"499";-5844,7583917677;-5844,7583917677;-5844,75831892324;Inf;NA;-5844,7583917677
"500";-5844,75831892324;-5844,75831892324;-5844,75824607396;Inf;NA;-5844,75831892324
"501";-5844,75824607396;-5844,75824607396;-5844,75817321983;Inf;NA;-5844,75824607396
"502";-5844,75817321983;-5844,75817321983;-5844,75810036081;Inf;NA;-5844,75817321983
"503";-5844,75810036081;-5844,75810036081;-5844,75802749688;Inf;NA;-5844,75810036081
"504";-5844,75802749688;-5844,75802749688;-5844,75795462799;Inf;NA;-5844,75802749688
"505";-5844,75795462799;-5844,75795462799;-5844,75788175412;Inf;NA;-5844,75795462799
"506";-5844,75788175412;-5844,75788175412;-5844,75780887525;Inf;NA;-5844,75788175412
"507";-5844,75780887525;-5844,75780887525;-5844,75773599132;Inf;NA;-5844,75780887525
"508";-5844,75773599132;-5844,75773599132;-5844,75766310233;Inf;NA;-5844,75773599132
"509";-5844,75766310233;-5844,75766310233;-5844,75759020825;Inf;NA;-5844,75766310233
"510";-5844,75759020825;-5844,75759020825;-5844,75751730904;Inf;NA;-5844,75759020825
"511";-5844,75751730904;-5844,75751730904;-5844,75744440468;Inf;NA;-5844,75751730904
"512";-5844,75744440468;-5844,75744440468;-5844,75737149514;Inf;NA;-5844,75744440468
"513";-5844,75737149514;-5844,75737149514;-5844,7572985804;Inf;NA;-5844,75737149514
"514";-5844,7572985804;-5844,7572985804;-5844,75722566044;Inf;NA;-5844,7572985804
"515";-5844,75722566044;-5844,75722566044;-5844,75715273523;Inf;NA;-5844,75722566044
"516";-5844,75715273523;-5844,75715273523;-5844,75707980473;Inf;NA;-5844,75715273523
"517";-5844,75707980473;-5844,75707980473;-5844,75700686895;Inf;NA;-5844,75707980473
"518";-5844,75700686895;-5844,75700686895;-5844,75693392785;Inf;NA;-5844,75700686895
"519";-5844,75693392785;-5844,75693392785;-5844,75686098142;Inf;NA;-5844,75693392785
"520";-5844,75686098142;-5844,75686098142;-5844,75678802961;Inf;NA;-5844,75686098142
"521";-5844,75678802961;-5844,75678802961;-5844,75671507242;Inf;NA;-5844,75678802961
"522";-5844,75671507242;-5844,75671507242;-5844,75664210985;Inf;NA;-5844,75671507242
"523";-5844,75664210985;-5844,75664210985;-5844,75656914184;Inf;NA;-5844,75664210985
"524";-5844,75656914184;-5844,75656914184;-5844,7564961684;Inf;NA;-5844,75656914184
"525";-5844,7564961684;-5844,7564961684;-5844,75642318949;Inf;NA;-5844,7564961684
"526";-5844,75642318949;-5844,75642318949;-5844,75635020511;Inf;NA;-5844,75642318949
"527";-5844,75635020511;-5844,75635020511;-5844,75627721523;Inf;NA;-5844,75635020511
"528";-5844,75627721523;-5844,75627721523;-5844,75620421985;Inf;NA;-5844,75627721523
"529";-5844,75620421985;-5844,75620421985;-5844,75613121893;Inf;NA;-5844,75620421985
"530";-5844,75613121893;-5844,75613121893;-5844,75605821247;Inf;NA;-5844,75613121893
"531";-5844,75605821247;-5844,75605821247;-5844,75598520044;Inf;NA;-5844,75605821247
"532";-5844,75598520044;-5844,75598520044;-5844,75591218285;Inf;NA;-5844,75598520044
"533";-5844,75591218285;-5844,75591218285;-5844,75583915966;Inf;NA;-5844,75591218285
"534";-5844,75583915966;-5844,75583915966;-5844,75576613087;Inf;NA;-5844,75583915966
